代码,名称,alphafeed_symbol
605008,长鸿高科,605008.SH
605009,豪悦护理,605009.SH
605011,杭州热电,605011.SH
605016,百龙创园,605016.SH
605018,长华集团,605018.SH
605020,永和股份,605020.SH
605028,世茂能源,605028.SH
605033,美邦股份,605033.SH
605050,福然德,605050.SH
605055,迎丰股份,605055.SH
605056,咸亨国际,605056.SH
605058,澳弘电子,605058.SH
605060,联德股份,605060.SH
605066,天正电气,605066.SH
605068,明新旭腾,605068.SH
605069,正和生态,605069.SH
605077,华康股份,605077.SH
605080,浙江自然,605080.SH
605086,龙高股份,605086.SH
605088,冠盛股份,605088.SH
605089,味知香,605089.SH
605090,九丰能源,605090.SH
605098,行动教育,605098.SH
605099,共创草坪,605099.SH
605100,华丰股份,605100.SH
605108,同庆楼,605108.SH
605111,新洁能,605111.SH
605116,奥锐特,605116.SH
605117,德业股份,605117.SH
605118,力鼎光电,605118.SH
605122,四方新材,605122.SH
605123,派克新材,605123.SH
605128,上海沿浦,605128.SH
605133,嵘泰股份,605133.SH
605136,丽人丽妆,605136.SH
605138,盛泰集团,605138.SH
605151,西上海,605151.SH
605155,西大门,605155.SH
605158,华达新材,605158.SH
605162,新中港,605162.SH
605166,聚合顺,605166.SH
605167,利柏特,605167.SH
605168,三人行,605168.SH
605169,洪通燃气,605169.SH
605177,东亚药业,605177.SH
605178,时空科技,605178.SH
605179,一鸣食品,605179.SH
605180,华生科技,605180.SH
605183,确成股份,605183.SH
605186,健麾信息,605186.SH
605188,国光连锁,605188.SH
605189,富春染织,605189.SH
605196,华通线缆,605196.SH
605198,安德利,605198.SH
605199,ST葫芦娃,605199.SH
605208,永茂泰,605208.SH
605218,伟时电子,605218.SH
605222,起帆电缆,605222.SH
605228,神通科技,605228.SH
605255,天普股份,605255.SH
605258,协和电子,605258.SH
605259,绿田机械,605259.SH
605266,健之佳,605266.SH
605268,王力安防,605268.SH
605277,新亚电子,605277.SH
605286,同力天启,605286.SH
605287,德才股份,605287.SH
605288,凯迪股份,605288.SH
605289,罗曼股份,605289.SH
605296,神农集团,605296.SH
605298,必得科技,605298.SH
605299,舒华体育,605299.SH
605300,佳禾食品,605300.SH
605303,园林股份,605303.SH
605305,中际联合,605305.SH
605318,法狮龙,605318.SH
605319,无锡振华,605319.SH
605333,沪光股份,605333.SH
605336,*ST帅电,605336.SH
605337,李子园,605337.SH
605338,巴比食品,605338.SH
605339,南侨食品,605339.SH
605358,立昂微,605358.SH
605365,立达信,605365.SH
605366,宏柏新材,605366.SH
605368,蓝天燃气,605368.SH
605369,拱东医疗,605369.SH
605376,博迁新材,605376.SH
605377,华旺科技,605377.SH
605378,野马电池,605378.SH
605388,均瑶健康,605388.SH
605389,长龄液压,605389.SH
605398,新炬网络,605398.SH
605399,晨光新材,605399.SH
605488,福莱新材,605488.SH
605499,东鹏饮料,605499.SH
605500,森林包装,605500.SH
605507,国邦医药,605507.SH
605555,德昌股份,605555.SH
605566,福莱蒽特,605566.SH
605567,春雪食品,605567.SH
605577,龙版传媒,605577.SH
605580,恒盛能源,605580.SH
605588,冠石科技,605588.SH
605589,圣泉集团,605589.SH
605598,上海港湾,605598.SH
605599,菜百股份,605599.SH
688001,华兴源创,688001.SH
688002,睿创微纳,688002.SH
688003,天准科技,688003.SH
688004,博汇科技,688004.SH
688005,容百科技,688005.SH
688006,杭可科技,688006.SH
688007,光峰科技,688007.SH
688008,澜起科技,688008.SH
688009,中国通号,688009.SH
688010,福光股份,688010.SH
688011,新光光电,688011.SH
688012,中微公司,688012.SH
688013,天臣医疗,688013.SH
688015,交控科技,688015.SH
688016,心脉医疗,688016.SH
688017,绿的谐波,688017.SH
688018,乐鑫科技,688018.SH
688019,安集科技,688019.SH
688020,方邦股份,688020.SH
688021,奥福科技,688021.SH
688022,ST瀚川,688022.SH
688023,安恒信息,688023.SH
688025,杰普特,688025.SH
688026,洁特生物,688026.SH
688027,国盾量子,688027.SH
688028,沃尔德,688028.SH
688029,南微医学,688029.SH
688030,山石网科,688030.SH
688031,星环科技-U,688031.SH
688032,禾迈股份,688032.SH
688033,*ST天宜,688033.SH
688035,德邦科技,688035.SH
688036,传音控股,688036.SH
688037,芯源微,688037.SH
688038,中科通达,688038.SH
688039,当虹科技,688039.SH
688041,海光信息,688041.SH
688045,必易微,688045.SH
688046,药康生物,688046.SH
688047,龙芯中科,688047.SH
688048,长光华芯,688048.SH
688049,炬芯科技,688049.SH
688050,爱博医疗,688050.SH
688051,佳华科技,688051.SH
688052,纳芯微,688052.SH
688053,ST思科瑞,688053.SH
688055,龙腾光电,688055.SH
688056,莱伯泰科,688056.SH
688057,金达莱,688057.SH
688058,宝兰德,688058.SH
688059,华锐精密,688059.SH
688060,云涌科技,688060.SH
688061,灿瑞科技,688061.SH
688062,迈威生物-U,688062.SH
688063,派能科技,688063.SH
688065,凯赛生物,688065.SH
688066,*ST航图,688066.SH
688067,爱威科技,688067.SH
688068,热景生物,688068.SH
688069,德林海,688069.SH
688070,纵横股份,688070.SH
688071,华依科技,688071.SH
688072,拓荆科技,688072.SH
688073,毕得医药,688073.SH
688075,安旭生物,688075.SH
688076,ST诺泰,688076.SH
688077,大地熊,688077.SH
688078,龙软科技,688078.SH
688079,美迪凯,688079.SH
688080,映翰通,688080.SH
688081,兴图新科,688081.SH
688082,盛美上海,688082.SH
688083,中望软件,688083.SH
688084,晶品特装,688084.SH
688085,三友医疗,688085.SH
688087,英科再生,688087.SH
688088,虹软科技,688088.SH
688089,ST嘉必优,688089.SH
688090,瑞松科技,688090.SH
688091,上海谊众,688091.SH
688092,爱科科技,688092.SH
688093,世华科技,688093.SH
688095,福昕软件,688095.SH
688096,京源环保,688096.SH
688097,博众精工,688097.SH
688098,申联生物,688098.SH
688099,晶晨股份,688099.SH
688100,威胜信息,688100.SH
688101,三达膜,688101.SH
688102,斯瑞新材,688102.SH
688103,国力电子,688103.SH
688105,诺唯赞,688105.SH
688106,金宏气体,688106.SH
688107,安路科技,688107.SH
688108,赛诺医疗,688108.SH
688109,品茗科技,688109.SH
688110,东芯股份,688110.SH
688111,金山办公,688111.SH
688112,鼎阳科技,688112.SH
688113,联测科技,688113.SH
688114,华大智造,688114.SH
688115,思林杰,688115.SH
688116,天奈科技,688116.SH
688117,圣诺生物,688117.SH
688118,普元信息,688118.SH
688119,中钢洛耐,688119.SH
688120,华海清科,688120.SH
688121,*ST卓然,688121.SH
688122,西部超导,688122.SH
688123,聚辰股份,688123.SH
688125,安达智能,688125.SH
688126,沪硅产业,688126.SH
688127,蓝特光学,688127.SH
688128,中国电研,688128.SH
688129,东来技术,688129.SH
688130,晶华微,688130.SH
688131,皓元医药,688131.SH
688132,邦彦技术,688132.SH
688133,泰坦科技,688133.SH
688135,利扬芯片,688135.SH
688136,科兴制药,688136.SH
688137,近岸蛋白,688137.SH
688138,清溢光电,688138.SH
688139,海尔生物,688139.SH
688141,杰华特,688141.SH
688143,长盈通,688143.SH
688146,中船特气,688146.SH
688147,微导纳米,688147.SH
688148,芳源股份,688148.SH
688150,莱特光电,688150.SH
688151,华强科技,688151.SH
688152,麒麟信安,688152.SH
688153,唯捷创芯,688153.SH
688155,先惠技术,688155.SH
688156,路德科技,688156.SH
688157,松井股份,688157.SH
688158,优刻得-W,688158.SH
688159,有方科技,688159.SH
688160,步科股份,688160.SH
688161,威高骨科,688161.SH
688162,巨一科技,688162.SH
688163,赛伦生物,688163.SH
688165,埃夫特-U,688165.SH
688166,博瑞医药,688166.SH
688167,炬光科技,688167.SH
688168,安博通,688168.SH
688169,石头科技,688169.SH
688170,德龙激光,688170.SH
688171,纬德信息,688171.SH
688172,燕东微,688172.SH
688173,希荻微,688173.SH
688175,高凌信息,688175.SH
688176,亚虹医药-U,688176.SH
688177,百奥泰,688177.SH
688178,万德斯,688178.SH
688179,阿拉丁,688179.SH
688180,君实生物-U,688180.SH
688181,八亿时空,688181.SH
688182,灿勤科技,688182.SH
688183,生益电子,688183.SH
688184,ST帕瓦,688184.SH
688185,康希诺,688185.SH
688186,广大特材,688186.SH
688187,时代电气,688187.SH
688188,柏楚电子,688188.SH
688189,ST南新,688189.SH
688190,云路股份,688190.SH
688191,智洋创新,688191.SH
688192,迪哲医药-U,688192.SH
688193,仁度生物,688193.SH
688195,腾景科技,688195.SH
688196,卓越新能,688196.SH
688197,首药控股-U,688197.SH
688198,佰仁医疗,688198.SH
688199,久日新材,688199.SH
688200,华峰测控,688200.SH
688201,ST信安,688201.SH
688202,美迪西,688202.SH
688203,海正生材,688203.SH
688205,德科立,688205.SH
688206,概伦电子,688206.SH
688207,格灵深瞳,688207.SH
688208,道通科技,688208.SH
688209,英集芯,688209.SH
688210,统联精密,688210.SH
688211,中科微至,688211.SH
688212,澳华内镜,688212.SH
688213,思特威-W,688213.SH
688215,瑞晟智能,688215.SH
688216,气派科技,688216.SH
688217,睿昂基因,688217.SH
688218,江苏北人,688218.SH
688219,会通股份,688219.SH
688220,翱捷科技-U,688220.SH
688221,前沿生物-U,688221.SH
688222,成都先导,688222.SH
688223,晶科能源,688223.SH
688225,亚信安全,688225.SH
688226,威腾电气,688226.SH
688227,品高股份,688227.SH
688228,开普云,688228.SH
688229,博睿数据,688229.SH
688230,芯导科技,688230.SH
688231,隆达股份,688231.SH
688232,新点软件,688232.SH
688233,神工股份,688233.SH
688234,天岳先进,688234.SH
688235,百济神州,688235.SH
688236,春立医疗,688236.SH
688237,超卓航科,688237.SH
688238,和元生物,688238.SH
688239,航宇科技,688239.SH
688244,永信至诚,688244.SH
688246,嘉和美康,688246.SH
688247,宣泰医药,688247.SH
688248,南网科技,688248.SH
688249,晶合集成,688249.SH
688251,井松智能,688251.SH
688252,天德钰,688252.SH
688253,英诺特,688253.SH
688255,凯尔达,688255.SH
688256,寒武纪,688256.SH
688257,新锐股份,688257.SH
688258,卓易信息,688258.SH
688259,创耀科技,688259.SH
688260,昀冢科技,688260.SH
688261,东微半导,688261.SH
688262,国芯科技,688262.SH
688265,南模生物,688265.SH
688266,泽璟制药-U,688266.SH
688267,中触媒,688267.SH
688268,华特气体,688268.SH
688269,凯立新材,688269.SH
688270,ST臻镭,688270.SH
688271,联影医疗,688271.SH
688272,富吉瑞,688272.SH
688273,麦澜德,688273.SH
688275,万润新能,688275.SH
688276,百克生物,688276.SH
688277,天智航-U,688277.SH
688278,特宝生物,688278.SH
688279,峰岹科技,688279.SH
688280,精进电动-W,688280.SH
688281,华秦科技,688281.SH
688282,理工导航,688282.SH
688283,坤恒顺维,688283.SH
688285,高铁电气,688285.SH
688286,敏芯股份,688286.SH
688288,鸿泉技术,688288.SH
688289,圣湘生物,688289.SH
688290,景业智能,688290.SH
688291,金橙子,688291.SH
688292,浩瀚深度,688292.SH
688293,奥浦迈,688293.SH
688295,中复神鹰,688295.SH
688296,和达科技,688296.SH
688297,中无人机,688297.SH
688298,东方生物,688298.SH
688299,长阳科技,688299.SH
688300,联瑞新材,688300.SH
688301,奕瑞科技,688301.SH
688302,海创药业-U,688302.SH
688303,大全能源,688303.SH
688305,科德数控,688305.SH
688306,均普智能,688306.SH
688307,中润光学,688307.SH
688308,欧科亿,688308.SH
688309,恒誉环保,688309.SH
688310,迈得医疗,688310.SH
688311,盟升电子,688311.SH
688312,燕麦科技,688312.SH
688313,仕佳光子,688313.SH
688314,康拓医疗,688314.SH
688315,诺禾致源,688315.SH
688316,青云科技-U,688316.SH
688317,之江生物,688317.SH
688318,财富趋势,688318.SH
688319,欧林生物,688319.SH
688320,禾川科技,688320.SH
688321,微芯生物,688321.SH
688322,奥比中光-W,688322.SH
688323,瑞华泰,688323.SH
688325,赛微微电,688325.SH
688326,经纬恒润-W,688326.SH
688327,云从科技-UW,688327.SH
688328,深科达,688328.SH
688329,艾隆科技,688329.SH
688330,宏力达,688330.SH
688331,荣昌生物,688331.SH
688332,中科蓝讯,688332.SH
688333,铂力特,688333.SH
688334,西高院,688334.SH
688335,复洁科技,688335.SH
688336,三生国健,688336.SH
688337,普源精电,688337.SH
688338,赛科希德,688338.SH
688339,亿华通-U,688339.SH
688343,云天励飞-U,688343.SH
688345,博力威,688345.SH
688347,华虹宏力,688347.SH
688348,昱能科技,688348.SH
688349,三一重能,688349.SH
688350,富淼科技,688350.SH
688351,微电生理,688351.SH
688352,颀中科技,688352.SH
688353,华盛锂电,688353.SH
688355,明志科技,688355.SH
688356,键凯科技,688356.SH
688357,建龙微纳,688357.SH
688358,祥生医疗,688358.SH
688359,三孚新科,688359.SH
688360,德马科技,688360.SH
688361,中科飞测,688361.SH
688362,甬矽电子,688362.SH
688363,华熙生物,688363.SH
688365,光云科技,688365.SH
688366,昊海生科,688366.SH
688367,工大高科,688367.SH
688368,晶丰明源,688368.SH
688369,致远互联,688369.SH
688370,丛麟科技,688370.SH
688371,菲沃泰,688371.SH
688372,伟测科技,688372.SH
688373,盟科药业-U,688373.SH
688375,国博电子,688375.SH
688376,美埃科技,688376.SH
688377,迪威尔,688377.SH
688378,奥来德,688378.SH
688379,华光新材,688379.SH
688380,中微半导,688380.SH
688381,帝奥微,688381.SH
688382,益方生物-U,688382.SH
688383,新益昌,688383.SH
688385,复旦微电,688385.SH
688386,泛亚微透,688386.SH
688387,信科移动-U,688387.SH
688388,嘉元科技,688388.SH
688389,普门科技,688389.SH
688390,固德威,688390.SH
688391,钜泉科技,688391.SH
688392,骄成超声,688392.SH
688393,安必平,688393.SH
688395,正弦电气,688395.SH
688396,华润微,688396.SH
688398,赛特新材,688398.SH
688399,硕世生物,688399.SH
688400,凌云光,688400.SH
688401,路维光电,688401.SH
688403,汇成股份,688403.SH
688408,中信博,688408.SH
688409,富创精密,688409.SH
688410,山外山,688410.SH
688411,海博思创,688411.SH
688416,恒烁股份,688416.SH
688418,震有科技,688418.SH
688419,耐科装备,688419.SH
688420,美腾科技,688420.SH
688425,铁建重工,688425.SH
688426,康为世纪,688426.SH
688428,诺诚健华,688428.SH
688429,时创能源,688429.SH
688432,有研硅,688432.SH
688433,华曙高科,688433.SH
688435,英方软件,688435.SH
688439,振华风光,688439.SH
688443,智翔金泰-U,688443.SH
688448,磁谷科技,688448.SH
688449,联芸科技,688449.SH
688450,光格科技,688450.SH
688455,科捷智能,688455.SH
688456,有研粉材,688456.SH
688458,美芯晟,688458.SH
688459,哈铁科技,688459.SH
688466,金科环境,688466.SH
688468,科美诊断,688468.SH
688469,芯联集成-U,688469.SH
688472,阿特斯,688472.SH
688475,萤石网络,688475.SH
688478,晶升股份,688478.SH
688479,友车科技,688479.SH
688480,赛恩斯,688480.SH
688484,南芯科技,688484.SH
688485,九州一轨,688485.SH
688486,龙迅股份,688486.SH
688488,艾迪药业,688488.SH
688489,三未信安,688489.SH
688496,*ST清越,688496.SH
688498,源杰科技,688498.SH
688499,利元亨,688499.SH
688500,慧辰股份,688500.SH
688501,青达环保,688501.SH
688502,茂莱光学,688502.SH
688503,聚和材料,688503.SH
688505,复旦张江,688505.SH
688506,百利天恒,688506.SH
688507,索辰科技,688507.SH
688508,芯朋微,688508.SH
688509,正元地信,688509.SH
688510,航亚科技,688510.SH
688511,天微电子,688511.SH
688512,慧智微-U,688512.SH
688513,苑东生物,688513.SH
688515,裕太微-U,688515.SH
688516,奥特维,688516.SH
688517,金冠电气,688517.SH
688518,联赢激光,688518.SH
688519,南亚新材,688519.SH
688520,神州细胞,688520.SH
688521,芯原股份,688521.SH
688522,纳睿雷达,688522.SH
688523,航天环宇,688523.SH
688525,佰维存储,688525.SH
688526,科前生物,688526.SH
688528,秦川物联,688528.SH
688529,豪森智能,688529.SH
688530,欧莱新材,688530.SH
688531,日联科技,688531.SH
688533,上声电子,688533.SH
688535,华海诚科,688535.SH
688536,思瑞浦,688536.SH
688538,和辉光电-U,688538.SH
688539,高华科技,688539.SH
688543,国科军工,688543.SH
688545,兴福电子,688545.SH
688548,广钢气体,688548.SH
688549,中巨芯-U,688549.SH
688550,瑞联新材,688550.SH
688551,科威尔,688551.SH
688552,航天南湖,688552.SH
688553,汇宇制药-W,688553.SH
688556,高测股份,688556.SH
688557,兰剑智能,688557.SH
688558,国盛智科,688558.SH
688559,海目星,688559.SH
688560,明冠新材,688560.SH
688561,奇安信-U,688561.SH
688562,航天软件,688562.SH
688563,航材股份,688563.SH
688565,力源科技,688565.SH
688566,吉贝尔,688566.SH
688567,孚能科技,688567.SH
688568,中科星图,688568.SH
688569,铁科轨道,688569.SH
688570,天玛智控,688570.SH
688571,杭华股份,688571.SH
688573,信宇人,688573.SH
688575,亚辉龙,688575.SH
688576,西山科技,688576.SH
688577,浙海德曼,688577.SH
688578,艾力斯,688578.SH
688579,地纬智能,688579.SH
688580,伟思医疗,688580.SH
688581,安杰思,688581.SH
688582,芯动联科,688582.SH
688583,思看科技,688583.SH
688584,上海合晶,688584.SH
688585,上纬新材,688585.SH
688586,江航装备,688586.SH
688588,凌志软件,688588.SH
688589,力合微,688589.SH
688590,新致软件,688590.SH
688591,泰凌微,688591.SH
688592,司南导航,688592.SH
688593,新相微,688593.SH
688595,芯海科技,688595.SH
688596,正帆科技,688596.SH
688597,煜邦电力,688597.SH
688598,金博股份,688598.SH
688599,天合光能,688599.SH
688600,皖仪科技,688600.SH
688601,力芯微,688601.SH
688602,康鹏科技,688602.SH
688603,天承科技,688603.SH
688605,先锋精科,688605.SH
688606,奥泰生物,688606.SH
688607,康众医疗,688607.SH
688608,恒玄科技,688608.SH
688609,九联科技,688609.SH
688610,埃科光电,688610.SH
688611,杭州柯林,688611.SH
688612,威迈斯,688612.SH
688613,奥精医疗,688613.SH
688615,合合信息,688615.SH
688616,西力科技,688616.SH
688617,惠泰医疗,688617.SH
688618,三旺通信,688618.SH
688619,罗普特,688619.SH
688620,安凯微,688620.SH
688621,阳光诺和,688621.SH
688622,*ST禾信,688622.SH
688623,双元科技,688623.SH
688625,呈和科技,688625.SH
688626,翔宇医疗,688626.SH
688627,精智达,688627.SH
688628,优利德,688628.SH
688629,华丰科技,688629.SH
688630,芯碁微装,688630.SH
688631,莱斯信息,688631.SH
688633,星球石墨,688633.SH
688635,长进光子,688635.SH
688636,智明达,688636.SH
688638,誉辰智能,688638.SH
688639,华恒生物,688639.SH
688646,ST逸飞,688646.SH
688648,中邮科技,688648.SH
688651,盛邦安全,688651.SH
688652,XD京仪装,688652.SH
688653,康希通信,688653.SH
688655,迅捷兴,688655.SH
688656,浩欧博,688656.SH
688657,浩辰软件,688657.SH
688658,悦康药业,688658.SH
688659,元琛科技,688659.SH
688660,电气风电,688660.SH
688661,和林微纳,688661.SH
688662,富信科技,688662.SH
688663,新风光,688663.SH
688665,四方光电,688665.SH
688667,菱电电控,688667.SH
688668,鼎通科技,688668.SH
688669,聚石化学,688669.SH
688670,金迪克,688670.SH
688671,碧兴物联,688671.SH
688676,金盘科技,688676.SH
688677,海泰新光,688677.SH
688678,福立旺,688678.SH
688679,通源环境,688679.SH
688680,海优新材,688680.SH
688681,科汇股份,688681.SH
688682,霍莱沃,688682.SH
688683,莱尔科技,688683.SH
688685,迈信林,688685.SH
688686,奥普特,688686.SH
688687,凯因科技,688687.SH
688689,银河微电,688689.SH
688690,纳微科技,688690.SH
688691,灿芯股份,688691.SH
688692,达梦数据,688692.SH
688693,锴威特,688693.SH
688695,中创股份,688695.SH
688696,极米科技,688696.SH
688697,纽威数控,688697.SH
688698,伟创电气,688698.SH
688699,明微电子,688699.SH
688700,东威科技,688700.SH
688701,卓锦股份,688701.SH
688702,盛科通信-U,688702.SH
688707,振华新材,688707.SH
688708,佳驰科技,688708.SH
688709,成都华微,688709.SH
688710,益诺思,688710.SH
688711,宏微科技,688711.SH
688712,北芯生命,688712.SH
688716,中研股份,688716.SH
688717,艾罗能源,688717.SH
688718,唯赛勃,688718.SH
688719,爱科赛博,688719.SH
688720,艾森股份,688720.SH
688721,龙图光罩,688721.SH
688722,同益中,688722.SH
688726,拉普拉斯,688726.SH
688727,恒坤新材,688727.SH
688728,格科微,688728.SH
688729,屹唐股份,688729.SH
688733,壹石通,688733.SH
688737,中自科技,688737.SH
688739,成大生物,688739.SH
688750,金天钛业,688750.SH
688755,汉邦科技,688755.SH
688757,胜科纳米,688757.SH
688758,赛分科技,688758.SH
688759,必贝特-U,688759.SH
688765,禾元生物-U,688765.SH
688766,普冉股份,688766.SH
688767,博拓生物,688767.SH
688768,容知日新,688768.SH
688772,珠海冠宇,688772.SH
688775,影石创新,688775.SH
688776,国光电气,688776.SH
688777,中控技术,688777.SH
688778,厦钨新能,688778.SH
688779,五矿新能,688779.SH
688781,视涯科技-UW,688781.SH
688783,西安奕材-U,688783.SH
688785,恒运昌,688785.SH
688786,悦安新材,688786.SH
688787,海天瑞声,688787.SH
688788,科思科技,688788.SH
688789,宏华数科,688789.SH
688790,昂瑞微-UW,688790.SH
688793,倍轻松,688793.SH
688795,摩尔线程-U,688795.SH
688796,百奥赛图,688796.SH
688797,臻宝科技,688797.SH
688798,艾为电子,688798.SH
688799,华纳药厂,688799.SH
688800,瑞可达,688800.SH
688802,沐曦股份-U,688802.SH
688805,健信超导,688805.SH
688806,泰诺麦博-U,688806.SH
688807,优迅股份,688807.SH
688808,联讯仪器,688808.SH
688809,强一股份,688809.SH
688811,有研复材,688811.SH
688813,泰金新能,688813.SH
688816,易思维,688816.SH
688818,电科蓝天,688818.SH
688819,天能股份,688819.SH
688820,盛合晶微,688820.SH
688825,C长鑫,688825.SH
688981,中芯国际,688981.SH
689009,九号公司-WD,689009.SH
