代码,名称,alphafeed_symbol
300275,梅安森,300275.SZ
300276,三丰智能,300276.SZ
300277,汽轮科技,300277.SZ
300278,华昌达,300278.SZ
300279,和晶科技,300279.SZ
300281,金明精机,300281.SZ
300283,温州宏丰,300283.SZ
300284,苏交科,300284.SZ
300285,国瓷材料,300285.SZ
300286,安科瑞,300286.SZ
300287,飞利信,300287.SZ
300288,朗玛信息,300288.SZ
300289,利德曼,300289.SZ
300290,ST荣科,300290.SZ
300291,百纳千成,300291.SZ
300292,吴通控股,300292.SZ
300293,蓝英装备,300293.SZ
300294,博雅生物,300294.SZ
300295,*ST三六,300295.SZ
300296,利亚德,300296.SZ
300298,三诺生物,300298.SZ
300299,富春股份,300299.SZ
300300,海峡创新,300300.SZ
300301,ST长方,300301.SZ
300302,同有科技,300302.SZ
300303,聚飞光电,300303.SZ
300304,云意电气,300304.SZ
300305,裕兴股份,300305.SZ
300306,远方信息,300306.SZ
300307,慈星股份,300307.SZ
300308,中际旭创,300308.SZ
300310,宜通世纪,300310.SZ
300311,ST任子行,300311.SZ
300313,天山生物,300313.SZ
300314,戴维医疗,300314.SZ
300315,掌趣科技,300315.SZ
300316,晶盛机电,300316.SZ
300317,珈伟新能,300317.SZ
300318,博晖创新,300318.SZ
300319,麦捷科技,300319.SZ
300320,海达股份,300320.SZ
300321,同大股份,300321.SZ
300322,硕贝德,300322.SZ
300323,华灿光电,300323.SZ
300324,旋极信息,300324.SZ
300326,ST凯利,300326.SZ
300327,中颖电子,300327.SZ
300328,宜安科技,300328.SZ
300329,海伦钢琴,300329.SZ
300331,苏大维格,300331.SZ
300332,天壕能源,300332.SZ
300333,兆日科技,300333.SZ
300334,津膜科技,300334.SZ
300335,迪森股份,300335.SZ
300337,银邦股份,300337.SZ
300338,*ST开元,300338.SZ
300339,润和软件,300339.SZ
300340,科恒股份,300340.SZ
300341,麦克奥迪,300341.SZ
300342,天银机电,300342.SZ
300343,联创股份,300343.SZ
300345,华民股份,300345.SZ
300346,南大光电,300346.SZ
300347,泰格医药,300347.SZ
300348,长亮科技,300348.SZ
300349,金卡智能,300349.SZ
300350,华鹏飞,300350.SZ
300351,永贵电器,300351.SZ
300352,ST信源,300352.SZ
300353,东土科技,300353.SZ
300354,东华测试,300354.SZ
300355,蒙草生态,300355.SZ
300357,我武生物,300357.SZ
300358,楚天科技,300358.SZ
300359,全通教育,300359.SZ
300360,炬华科技,300360.SZ
300363,博腾股份,300363.SZ
300364,中文在线,300364.SZ
300365,恒华科技,300365.SZ
300366,ST创意,300366.SZ
300368,汇金股份,300368.SZ
300369,绿盟科技,300369.SZ
300370,安控科技,300370.SZ
300371,汇中股份,300371.SZ
300373,扬杰科技,300373.SZ
300374,中铁装配,300374.SZ
300375,鹏翎股份,300375.SZ
300376,易事特,300376.SZ
300377,赢时胜,300377.SZ
300378,鼎捷数智,300378.SZ
300380,安硕信息,300380.SZ
300381,溢多利,300381.SZ
300382,斯莱克,300382.SZ
300383,光环新网,300383.SZ
300384,三联虹普,300384.SZ
300385,ST雪浪,300385.SZ
300386,飞天诚信,300386.SZ
300387,富邦科技,300387.SZ
300388,节能国祯,300388.SZ
300389,艾比森,300389.SZ
300390,天华新能,300390.SZ
300393,中来股份,300393.SZ
300394,天孚通信,300394.SZ
300395,菲利华,300395.SZ
300396,ST迪瑞,300396.SZ
300397,天和防务,300397.SZ
300398,飞凯材料,300398.SZ
300399,天利科技,300399.SZ
300400,劲拓股份,300400.SZ
300401,花园生物,300401.SZ
300402,宝色股份,300402.SZ
300403,汉宇集团,300403.SZ
300404,博济医药,300404.SZ
300405,科隆股份,300405.SZ
300406,九强生物,300406.SZ
300407,凯发电气,300407.SZ
300408,三环集团,300408.SZ
300409,道氏技术,300409.SZ
300410,正业科技,300410.SZ
300411,金盾股份,300411.SZ
300412,迦南科技,300412.SZ
300413,芒果超媒,300413.SZ
300414,中光防雷,300414.SZ
300415,伊之密,300415.SZ
300416,苏试试验,300416.SZ
300417,南华仪器,300417.SZ
300418,昆仑万维,300418.SZ
300419,ST浩丰,300419.SZ
300420,五洋自控,300420.SZ
300421,力星股份,300421.SZ
300422,博世科,300422.SZ
300423,昇辉科技,300423.SZ
300424,航新科技,300424.SZ
300425,中建环能,300425.SZ
300426,华智数媒,300426.SZ
300427,红相股份,300427.SZ
300428,立中集团,300428.SZ
300429,强力新材,300429.SZ
300430,*ST益通,300430.SZ
300432,富临精工,300432.SZ
300433,蓝思科技,300433.SZ
300434,金石亚药,300434.SZ
300435,中泰股份,300435.SZ
300436,广生堂,300436.SZ
300437,清水源,300437.SZ
300438,鹏辉能源,300438.SZ
300439,美康生物,300439.SZ
300440,运达科技,300440.SZ
300441,鲍斯股份,300441.SZ
300442,润泽科技,300442.SZ
300443,金雷股份,300443.SZ
300444,双杰电气,300444.SZ
300445,康斯特,300445.SZ
300446,航天智造,300446.SZ
300447,全信股份,300447.SZ
300448,浩云科技,300448.SZ
300449,汉邦高科,300449.SZ
300450,先导智能,300450.SZ
300451,创业慧康,300451.SZ
300452,山河药辅,300452.SZ
300453,三鑫医疗,300453.SZ
300454,深信服,300454.SZ
300455,航天智装,300455.SZ
300456,赛微电子,300456.SZ
300457,赢合科技,300457.SZ
300458,全志科技,300458.SZ
300459,汤姆猫,300459.SZ
300460,ST惠伦,300460.SZ
300461,田中精机,300461.SZ
300462,ST华铭,300462.SZ
300463,迈克生物,300463.SZ
300464,星徽股份,300464.SZ
300465,高伟达,300465.SZ
300466,赛摩智能,300466.SZ
300467,迅游科技,300467.SZ
300468,四方精创,300468.SZ
300469,信息发展,300469.SZ
300470,中密控股,300470.SZ
300471,厚普股份,300471.SZ
300472,*ST新元,300472.SZ
300473,德尔股份,300473.SZ
300474,景嘉微,300474.SZ
300475,香农芯创,300475.SZ
300476,胜宏科技,300476.SZ
300477,ST合纵,300477.SZ
300478,杭州高新,300478.SZ
300479,神思电子,300479.SZ
300480,光力科技,300480.SZ
300481,濮阳惠成,300481.SZ
300482,万孚生物,300482.SZ
300483,首华燃气,300483.SZ
300484,蓝海华腾,300484.SZ
300485,赛升药业,300485.SZ
300486,东杰智能,300486.SZ
300487,蓝晓科技,300487.SZ
300488,恒锋工具,300488.SZ
300489,光智科技,300489.SZ
300490,华自科技,300490.SZ
300491,通合科技,300491.SZ
300492,华图山鼎,300492.SZ
300493,润欣科技,300493.SZ
300494,盛天网络,300494.SZ
300496,中科创达,300496.SZ
300497,富祥股份,300497.SZ
300498,温氏股份,300498.SZ
300499,高澜股份,300499.SZ
300500,启迪设计,300500.SZ
300501,海顺新材,300501.SZ
300502,新易盛,300502.SZ
300503,昊志机电,300503.SZ
300504,天邑股份,300504.SZ
300505,川金诺,300505.SZ
300506,名家汇,300506.SZ
300507,苏奥传感,300507.SZ
300508,维宏股份,300508.SZ
300509,新美星,300509.SZ
300510,金冠股份,300510.SZ
300511,雪榕生物,300511.SZ
300512,中亚股份,300512.SZ
300513,恒实科技,300513.SZ
300514,友讯达,300514.SZ
300515,三德科技,300515.SZ
300516,久之洋,300516.SZ
300517,海波重科,300517.SZ
300518,新迅达,300518.SZ
300519,新光药业,300519.SZ
300520,科大国创,300520.SZ
300521,爱司凯,300521.SZ
300522,世名科技,300522.SZ
300523,辰安科技,300523.SZ
300525,博思软件,300525.SZ
300527,ST应急,300527.SZ
300528,幸福蓝海,300528.SZ
300529,健帆生物,300529.SZ
300530,领湃科技,300530.SZ
300531,优博讯,300531.SZ
300532,今天国际,300532.SZ
300533,冰川网络,300533.SZ
300534,陇神戎发,300534.SZ
300535,达威股份,300535.SZ
300536,农尚环境,300536.SZ
300537,广信材料,300537.SZ
300538,同益股份,300538.SZ
300539,横河精密,300539.SZ
300540,蜀道装备,300540.SZ
300541,先进数通,300541.SZ
300542,新晨科技,300542.SZ
300543,朗科智能,300543.SZ
300545,联得装备,300545.SZ
300546,雄帝科技,300546.SZ
300547,川环科技,300547.SZ
300548,长芯博创,300548.SZ
300549,优德精密,300549.SZ
300550,和仁科技,300550.SZ
300551,古鳌科技,300551.SZ
300552,万集科技,300552.SZ
300553,集智股份,300553.SZ
300554,三超新材,300554.SZ
300555,ST路通,300555.SZ
300556,丝路视觉,300556.SZ
300557,理工光科,300557.SZ
300558,贝达药业,300558.SZ
300559,佳发教育,300559.SZ
300560,中富通,300560.SZ
300561,汇金科技,300561.SZ
300562,乐心医疗,300562.SZ
300563,神宇股份,300563.SZ
300564,筑博设计,300564.SZ
300565,科信技术,300565.SZ
300566,激智科技,300566.SZ
300567,精测电子,300567.SZ
300568,星源材质,300568.SZ
300569,天能重工,300569.SZ
300570,太辰光,300570.SZ
300571,平治信息,300571.SZ
300572,安车检测,300572.SZ
300573,兴齐眼药,300573.SZ
300575,中旗股份,300575.SZ
300576,容大感光,300576.SZ
300577,开润股份,300577.SZ
300578,会畅科技,300578.SZ
300579,数字认证,300579.SZ
300580,贝斯特,300580.SZ
300581,晨曦航空,300581.SZ
300582,英飞特,300582.SZ
300583,赛托生物,300583.SZ
300584,海辰药业,300584.SZ
300585,奥联电子,300585.SZ
300586,美联新材,300586.SZ
300587,天铁科技,300587.SZ
300588,熙菱信息,300588.SZ
300589,江龙船艇,300589.SZ
300590,移为通信,300590.SZ
300591,万里马,300591.SZ
300592,华凯易佰,300592.SZ
300593,新雷能,300593.SZ
300594,ST朗进,300594.SZ
300595,欧普康视,300595.SZ
300596,利安隆,300596.SZ
300597,吉大通信,300597.SZ
300598,诚迈科技,300598.SZ
300599,雄塑科技,300599.SZ
300600,国瑞科技,300600.SZ
300601,康泰生物,300601.SZ
300602,飞荣达,300602.SZ
300603,立昂技术,300603.SZ
300604,长川科技,300604.SZ
300605,恒锋信息,300605.SZ
300606,金太阳,300606.SZ
300607,拓斯达,300607.SZ
300608,思特奇,300608.SZ
300609,汇纳科技,300609.SZ
300610,晨化股份,300610.SZ
300611,美力科技,300611.SZ
300612,宣亚国际,300612.SZ
300613,富瀚微,300613.SZ
300614,百川畅银,300614.SZ
300615,欣天科技,300615.SZ
300616,尚品宅配,300616.SZ
300617,安靠智电,300617.SZ
300618,寒锐钴业,300618.SZ
300619,金银河,300619.SZ
300620,光库科技,300620.SZ
300621,维业股份,300621.SZ
300622,博士眼镜,300622.SZ
300623,捷捷微电,300623.SZ
300624,万兴科技,300624.SZ
300625,三雄极光,300625.SZ
300626,华瑞股份,300626.SZ
300627,华测导航,300627.SZ
300628,亿联网络,300628.SZ
300629,新劲刚,300629.SZ
300631,久吾高科,300631.SZ
300632,光莆股份,300632.SZ
300633,开立医疗,300633.SZ
300634,彩讯股份,300634.SZ
300635,中达安,300635.SZ
300636,同和药业,300636.SZ
300637,扬帆新材,300637.SZ
300638,广和通,300638.SZ
300639,凯普生物,300639.SZ
300640,德艺文创,300640.SZ
300641,正丹股份,300641.SZ
300642,透景生命,300642.SZ
300643,万通智控,300643.SZ
300644,南京聚隆,300644.SZ
300645,正元智慧,300645.SZ
300647,超频三,300647.SZ
300648,星云股份,300648.SZ
300649,杭州园林,300649.SZ
300650,太龙股份,300650.SZ
300651,金陵体育,300651.SZ
300652,雷迪克,300652.SZ
300653,正海生物,300653.SZ
300654,世纪天鸿,300654.SZ
300655,晶瑞电材,300655.SZ
300656,民德电子,300656.SZ
300657,弘信电子,300657.SZ
300658,延江股份,300658.SZ
300659,中孚信息,300659.SZ
300660,江苏雷利,300660.SZ
300661,圣邦股份,300661.SZ
300662,科锐国际,300662.SZ
300663,科蓝软件,300663.SZ
300664,鹏鹞环保,300664.SZ
300665,飞鹿股份,300665.SZ
300666,江丰电子,300666.SZ
300667,必创科技,300667.SZ
300668,杰恩股份,300668.SZ
300669,沪宁股份,300669.SZ
300670,大烨智能,300670.SZ
300671,富满微,300671.SZ
300672,国科微,300672.SZ
300673,佩蒂股份,300673.SZ
300674,宇信科技,300674.SZ
300675,建科院,300675.SZ
300676,华大基因,300676.SZ
300677,英科医疗,300677.SZ
300678,中科信息,300678.SZ
300679,电连技术,300679.SZ
300680,隆盛科技,300680.SZ
300681,英搏尔,300681.SZ
300682,朗新科技,300682.SZ
300683,海特生物,300683.SZ
300684,中石科技,300684.SZ
300685,艾德生物,300685.SZ
300686,智动力,300686.SZ
300687,赛意信息,300687.SZ
300688,创业黑马,300688.SZ
300689,澄天伟业,300689.SZ
300690,双一科技,300690.SZ
300691,联合光电,300691.SZ
300692,中赋科技,300692.SZ
300693,盛弘股份,300693.SZ
300694,蠡湖股份,300694.SZ
300695,兆丰股份,300695.SZ
300696,爱乐达,300696.SZ
300697,电工合金,300697.SZ
300698,万马科技,300698.SZ
300699,光威复材,300699.SZ
300700,岱勒新材,300700.SZ
300701,森霸传感,300701.SZ
300702,天宇股份,300702.SZ
300703,创源股份,300703.SZ
300705,九典制药,300705.SZ
300706,阿石创,300706.SZ
300707,威唐工业,300707.SZ
300708,聚灿光电,300708.SZ
300709,精研科技,300709.SZ
300710,万隆光电,300710.SZ
300711,广哈通信,300711.SZ
300712,永福股份,300712.SZ
300713,英可瑞,300713.SZ
300715,凯伦股份,300715.SZ
300716,*ST泉为,300716.SZ
300717,华信新材,300717.SZ
300718,长盛轴承,300718.SZ
300719,安达维尔,300719.SZ
300720,海川智能,300720.SZ
300721,怡达股份,300721.SZ
300722,新余国科,300722.SZ
300723,一品红,300723.SZ
300724,捷佳伟创,300724.SZ
300725,药石科技,300725.SZ
300726,宏达电子,300726.SZ
300727,润禾材料,300727.SZ
300729,乐歌股份,300729.SZ
300730,科创信息,300730.SZ
300731,科创新源,300731.SZ
300732,设研院,300732.SZ
300733,西菱动力,300733.SZ
300735,光弘科技,300735.SZ
300736,百邦科技,300736.SZ
300737,科顺股份,300737.SZ
300738,奥飞数据,300738.SZ
300739,明阳电路,300739.SZ
300740,水羊股份,300740.SZ
300741,华宝股份,300741.SZ
300743,天地数码,300743.SZ
300745,欣锐科技,300745.SZ
300746,汉嘉数智,300746.SZ
300747,锐科激光,300747.SZ
300748,金力永磁,300748.SZ
300749,顶固集创,300749.SZ
300750,宁德时代,300750.SZ
300751,迈为股份,300751.SZ
300752,隆利科技,300752.SZ
300753,爱朋医疗,300753.SZ
300755,华致酒行,300755.SZ
300756,金马游乐,300756.SZ
300757,罗博特科,300757.SZ
300758,七彩化学,300758.SZ
300759,康龙化成,300759.SZ
300760,迈瑞医疗,300760.SZ
300761,立华股份,300761.SZ
300762,上海瀚讯,300762.SZ
300763,锦浪科技,300763.SZ
300765,石药创新,300765.SZ
300766,每日互动,300766.SZ
300767,震安科技,300767.SZ
300768,迪普科技,300768.SZ
300769,德方纳米,300769.SZ
300770,新媒股份,300770.SZ
300771,智莱科技,300771.SZ
300772,运达股份,300772.SZ
300773,拉卡拉,300773.SZ
300774,倍杰特,300774.SZ
300775,三角防务,300775.SZ
300776,帝尔激光,300776.SZ
300777,中简科技,300777.SZ
300778,新城市,300778.SZ
300779,惠城环保,300779.SZ
300780,德恩精工,300780.SZ
300781,因赛集团,300781.SZ
300782,卓胜微,300782.SZ
300783,三只松鼠,300783.SZ
300784,利安科技,300784.SZ
300785,值得买,300785.SZ
300786,国林科技,300786.SZ
300787,海能实业,300787.SZ
300788,中信出版,300788.SZ
300789,唐源电气,300789.SZ
300790,宇瞳光学,300790.SZ
300791,仙乐健康,300791.SZ
300792,壹网壹创,300792.SZ
300793,佳禾智能,300793.SZ
300795,米奥会展,300795.SZ
300796,贝斯美,300796.SZ
300797,钢研纳克,300797.SZ
300798,锦鸡股份,300798.SZ
300800,力合科技,300800.SZ
300801,泰和科技,300801.SZ
300802,矩子科技,300802.SZ
300803,指南针,300803.SZ
300804,广康生化,300804.SZ
300805,电声股份,300805.SZ
300806,斯迪克,300806.SZ
300807,天迈科技,300807.SZ
300808,久量股份,300808.SZ
300809,华辰装备,300809.SZ
300810,中科海讯,300810.SZ
300811,铂科新材,300811.SZ
300812,易天股份,300812.SZ
300813,泰林生物,300813.SZ
300814,中富电路,300814.SZ
300815,玉禾田,300815.SZ
300816,艾可蓝,300816.SZ
300817,双飞集团,300817.SZ
300818,耐普矿机,300818.SZ
300819,聚杰微纤,300819.SZ
300820,英杰电气,300820.SZ
300821,东岳硅材,300821.SZ
300822,贝仕达克,300822.SZ
300823,建科智能,300823.SZ
300824,北鼎股份,300824.SZ
300825,阿尔特,300825.SZ
300826,测绘股份,300826.SZ
300827,上能电气,300827.SZ
300828,锐新科技,300828.SZ
300829,金丹科技,300829.SZ
300830,金现代,300830.SZ
300831,ST派瑞,300831.SZ
300832,新产业,300832.SZ
300833,浩洋股份,300833.SZ
300834,星辉环材,300834.SZ
300835,龙磁科技,300835.SZ
300836,佰奥智能,300836.SZ
300837,浙矿股份,300837.SZ
300838,浙江力诺,300838.SZ
300839,博汇股份,300839.SZ
300840,酷特智能,300840.SZ
300841,康华生物,300841.SZ
300842,帝科股份,300842.SZ
300843,胜蓝股份,300843.SZ
300844,山水比德,300844.SZ
300845,捷安高科,300845.SZ
300846,首都在线,300846.SZ
300847,中船汉光,300847.SZ
300848,美瑞新材,300848.SZ
300849,锦盛新材,300849.SZ
300850,新强联,300850.SZ
300851,交大思诺,300851.SZ
300852,四会富仕,300852.SZ
300853,申昊科技,300853.SZ
300854,中兰环保,300854.SZ
300855,图南股份,300855.SZ
300856,科思股份,300856.SZ
300857,协创数据,300857.SZ
300858,科拓生物,300858.SZ
300859,西域旅游,300859.SZ
300860,锋尚文化,300860.SZ
300861,美畅股份,300861.SZ
300862,蓝盾光电,300862.SZ
300863,卡倍亿,300863.SZ
300864,南大环境,300864.SZ
300865,大宏立,300865.SZ
300866,安克创新,300866.SZ
300867,圣元环保,300867.SZ
300868,杰美特,300868.SZ
300869,康泰医学,300869.SZ
300870,欧陆通,300870.SZ
300871,回盛生物,300871.SZ
300872,天阳科技,300872.SZ
300873,海晨股份,300873.SZ
300875,捷强装备,300875.SZ
300876,蒙泰高新,300876.SZ
300877,金春股份,300877.SZ
300878,维康药业,300878.SZ
300879,大叶股份,300879.SZ
300880,迦南智能,300880.SZ
300881,盛德鑫泰,300881.SZ
300882,万胜智能,300882.SZ
300883,龙利得,300883.SZ
300884,狄耐克,300884.SZ
300885,海昌新材,300885.SZ
300886,华业香料,300886.SZ
300887,谱尼测试,300887.SZ
300888,稳健医疗,300888.SZ
300889,爱克股份,300889.SZ
300890,翔丰华,300890.SZ
300891,惠云钛业,300891.SZ
300892,品渥食品,300892.SZ
300893,松原安全,300893.SZ
300894,火星人,300894.SZ
300895,铜牛信息,300895.SZ
300896,爱美客,300896.SZ
300897,山科智能,300897.SZ
300898,熊猫乳品,300898.SZ
300899,上海凯鑫,300899.SZ
300900,广联航空,300900.SZ
300901,中胤时尚,300901.SZ
300902,国安达,300902.SZ
300903,科翔股份,300903.SZ
300904,威力传动,300904.SZ
300905,宝丽迪,300905.SZ
300906,日月明,300906.SZ
300907,康平科技,300907.SZ
300908,仲景食品,300908.SZ
300909,汇创达,300909.SZ
300910,瑞丰新材,300910.SZ
300911,亿田智能,300911.SZ
300912,凯龙高科,300912.SZ
300913,兆龙互连,300913.SZ
300915,海融科技,300915.SZ
300916,朗特智能,300916.SZ
300917,特发服务,300917.SZ
300918,南山智尚,300918.SZ
300919,中伟新材,300919.SZ
300920,润阳科技,300920.SZ
300921,南凌科技,300921.SZ
300922,天秦装备,300922.SZ
300923,研奥股份,300923.SZ
300925,法本信息,300925.SZ
300926,博俊科技,300926.SZ
300927,江天化学,300927.SZ
300928,华安鑫创,300928.SZ
300929,华骐环保,300929.SZ
300930,屹通新材,300930.SZ
300931,通用电梯,300931.SZ
300932,三友联众,300932.SZ
300933,中辰股份,300933.SZ
300935,盈建科,300935.SZ
300936,中英科技,300936.SZ
300937,药易购,300937.SZ
300938,信测标准,300938.SZ
300939,秋田微,300939.SZ
300940,南极光,300940.SZ
300941,创识科技,300941.SZ
300942,易瑞生物,300942.SZ
300943,春晖智控,300943.SZ
300945,曼卡龙,300945.SZ
300946,恒而达,300946.SZ
300947,德必集团,300947.SZ
300948,冠中生态,300948.SZ
300949,奥雅股份,300949.SZ
300950,德固特,300950.SZ
300951,博硕科技,300951.SZ
300952,恒辉安防,300952.SZ
300953,震裕科技,300953.SZ
300955,嘉亨家化,300955.SZ
300956,英力股份,300956.SZ
300957,贝泰妮,300957.SZ
300958,建工修复,300958.SZ
300959,线上线下,300959.SZ
300960,通业科技,300960.SZ
300961,深水海纳,300961.SZ
300962,中金辐照,300962.SZ
300963,中洲特材,300963.SZ
300964,本川智能,300964.SZ
300965,恒宇信通,300965.SZ
300966,共同药业,300966.SZ
300967,晓鸣股份,300967.SZ
300968,格林精密,300968.SZ
300969,恒帅股份,300969.SZ
300970,华绿生物,300970.SZ
300971,博亚精工,300971.SZ
300972,万辰集团,300972.SZ
300973,立高食品,300973.SZ
300975,商络电子,300975.SZ
300976,达瑞电子,300976.SZ
300977,深圳瑞捷,300977.SZ
300978,东箭科技,300978.SZ
300979,华利集团,300979.SZ
300980,祥源新材,300980.SZ
300981,中红医疗,300981.SZ
300982,苏文电能,300982.SZ
300983,尤安设计,300983.SZ
300984,金沃股份,300984.SZ
300985,致远新能,300985.SZ
300986,志特新材,300986.SZ
300987,川网传媒,300987.SZ
300988,津荣天宇,300988.SZ
300989,蕾奥规划,300989.SZ
300990,同飞股份,300990.SZ
300991,创益通,300991.SZ
300992,泰福泵业,300992.SZ
300993,玉马科技,300993.SZ
300994,久祺股份,300994.SZ
300995,奇德新材,300995.SZ
300996,普联软件,300996.SZ
300997,欢乐家,300997.SZ
300998,宁波方正,300998.SZ
300999,金龙鱼,300999.SZ
301000,肇民科技,301000.SZ
301001,凯淳股份,301001.SZ
301002,崧盛股份,301002.SZ
301003,江苏博云,301003.SZ
301004,嘉益股份,301004.SZ
301005,超捷股份,301005.SZ
301006,迈拓股份,301006.SZ
301007,德迈仕,301007.SZ
301008,宏昌科技,301008.SZ
301009,可靠股份,301009.SZ
301010,晶雪节能,301010.SZ
301011,华立科技,301011.SZ
301012,扬电科技,301012.SZ
301013,利和兴,301013.SZ
301015,百洋医药,301015.SZ
301016,雷尔伟,301016.SZ
301017,漱玉平民,301017.SZ
301018,申菱环境,301018.SZ
301019,宁波色母,301019.SZ
301020,密封科技,301020.SZ
301021,英诺激光,301021.SZ
301022,海泰科,301022.SZ
301023,奕帆传动,301023.SZ
301024,霍普股份,301024.SZ
301025,读客文化,301025.SZ
301026,浩通科技,301026.SZ
301027,华蓝集团,301027.SZ
301028,鼎熔岩,301028.SZ
301029,怡合达,301029.SZ
301030,*ST仕净,301030.SZ
301031,中熔电气,301031.SZ
301032,新柴股份,301032.SZ
301033,迈普医学,301033.SZ
301035,润丰股份,301035.SZ
301036,双乐股份,301036.SZ
301037,保立佳,301037.SZ
301038,深水规院,301038.SZ
301039,中集车辆,301039.SZ
301040,中环海陆,301040.SZ
301041,金百泽,301041.SZ
301042,安联锐视,301042.SZ
301043,绿岛风,301043.SZ
301045,天禄科技,301045.SZ
301046,能辉科技,301046.SZ
301047,义翘神州,301047.SZ
301048,金鹰重工,301048.SZ
301049,超越科技,301049.SZ
301050,雷电微力,301050.SZ
301051,信濠光电,301051.SZ
301052,果麦文化,301052.SZ
301053,远信工业,301053.SZ
301055,张小泉,301055.SZ
301056,森赫股份,301056.SZ
301057,汇隆新材,301057.SZ
301058,中粮科工,301058.SZ
301059,金三江,301059.SZ
301060,兰卫医学,301060.SZ
301061,匠心家居,301061.SZ
301062,上海艾录,301062.SZ
301063,海锅股份,301063.SZ
301065,本立科技,301065.SZ
301066,万事利,301066.SZ
301067,显盈科技,301067.SZ
301068,大地海洋,301068.SZ
301069,凯盛新材,301069.SZ
301070,开勒股份,301070.SZ
301071,力量钻石,301071.SZ
301072,中捷精工,301072.SZ
301073,君亭酒店,301073.SZ
301075,多瑞医药,301075.SZ
301076,新瀚新材,301076.SZ
301077,星华新材,301077.SZ
301078,孩子王,301078.SZ
301079,邵阳液压,301079.SZ
301080,百普赛斯,301080.SZ
301081,严牌股份,301081.SZ
301082,久盛电气,301082.SZ
301083,百胜智能,301083.SZ
301085,亚康股份,301085.SZ
301086,鸿富瀚,301086.SZ
301087,可孚医疗,301087.SZ
301088,戎美股份,301088.SZ
301089,拓新药业,301089.SZ
301090,华润材料,301090.SZ
301091,深城交,301091.SZ
301092,争光股份,301092.SZ
301093,华兰股份,301093.SZ
301095,广立微,301095.SZ
301096,百诚医药,301096.SZ
301097,天益医疗,301097.SZ
301098,金埔园林,301098.SZ
301099,雅创电子,301099.SZ
301100,风光股份,301100.SZ
301101,明月镜片,301101.SZ
301102,兆讯传媒,301102.SZ
301103,何氏眼科,301103.SZ
301105,鸿铭股份,301105.SZ
301106,骏成科技,301106.SZ
301107,瑜欣电子,301107.SZ
301108,洁雅股份,301108.SZ
301109,军信股份,301109.SZ
301110,青木科技,301110.SZ
301111,粤万年青,301111.SZ
301112,信邦智能,301112.SZ
301113,雅艺科技,301113.SZ
301115,联检科技,301115.SZ
301116,益客食品,301116.SZ
301117,佳缘科技,301117.SZ
301118,恒光股份,301118.SZ
301119,正强股份,301119.SZ
301120,新特电气,301120.SZ
301121,紫建电子,301121.SZ
301122,采纳股份,301122.SZ
301123,奕东电子,301123.SZ
301125,腾亚精工,301125.SZ
301126,达嘉维康,301126.SZ
301127,武汉天源,301127.SZ
301128,强瑞技术,301128.SZ
301129,瑞纳智能,301129.SZ
301130,西点药业,301130.SZ
301131,聚赛龙,301131.SZ
301132,满坤科技,301132.SZ
301133,金钟股份,301133.SZ
301135,瑞德智能,301135.SZ
301136,招标股份,301136.SZ
301137,哈焊华通,301137.SZ
301138,华研精机,301138.SZ
301139,*ST元道,301139.SZ
301141,中科磁业,301141.SZ
301148,嘉戎技术,301148.SZ
301149,隆华新材,301149.SZ
301150,中一科技,301150.SZ
301151,冠龙节能,301151.SZ
301152,天力锂能,301152.SZ
301153,中科江南,301153.SZ
301155,海力风电,301155.SZ
301156,美农生物,301156.SZ
301157,华塑科技,301157.SZ
301158,德石股份,301158.SZ
301159,三维天地,301159.SZ
301160,翔楼新材,301160.SZ
301161,唯万密封,301161.SZ
301162,国能日新,301162.SZ
301163,宏德股份,301163.SZ
301165,锐捷网络,301165.SZ
301166,优宁维,301166.SZ
301167,建研设计,301167.SZ
301168,通灵股份,301168.SZ
301169,零点有数,301169.SZ
301170,锡南科技,301170.SZ
301171,易点天下,301171.SZ
301172,君逸数码,301172.SZ
301173,毓恬冠佳,301173.SZ
301175,中科环保,301175.SZ
301176,逸豪新材,301176.SZ
301177,迪阿股份,301177.SZ
301178,天亿马,301178.SZ
301179,泽宇智能,301179.SZ
301180,万祥科技,301180.SZ
301181,标榜股份,301181.SZ
301182,凯旺科技,301182.SZ
301183,东田微,301183.SZ
301185,鸥玛软件,301185.SZ
301186,超达装备,301186.SZ
301187,欧圣电气,301187.SZ
301188,力诺药包,301188.SZ
301189,奥尼电子,301189.SZ
301190,善水科技,301190.SZ
301191,菲菱科思,301191.SZ
301192,泰祥股份,301192.SZ
301193,家联科技,301193.SZ
301195,北路智控,301195.SZ
301196,唯科科技,301196.SZ
301197,工大科雅,301197.SZ
301198,喜悦智行,301198.SZ
301199,迈赫股份,301199.SZ
301200,大族数控,301200.SZ
301201,诚达药业,301201.SZ
301202,朗威股份,301202.SZ
301203,国泰环保,301203.SZ
301205,联特科技,301205.SZ
301206,三元生物,301206.SZ
301207,华兰疫苗,301207.SZ
301208,中亦科技,301208.SZ
301209,联合化学,301209.SZ
301210,金杨精密,301210.SZ
301211,亨迪药业,301211.SZ
301212,联盛化学,301212.SZ
301213,观想科技,301213.SZ
301215,中汽股份,301215.SZ
301216,万凯新材,301216.SZ
301217,铜冠铜箔,301217.SZ
301218,华是科技,301218.SZ
301219,腾远钴业,301219.SZ
301220,亚香股份,301220.SZ
